Gemeinde;AGS;Mietenstufe
Dillendorf;7140030;1
Dimbach;7340006;1
Dingdorf;7232216;1
Dintesheim;7331014;2
Dirmstein;7332010;2
Ditscheid;7137019;1
Dittelsheim-Heßloch;7331015;2
Dittweiler;7336016;1
Dockendorf;7232026;1
Dockweiler;7233018;1
Dodenburg;7231023;1
Dohm-Lammersdorf;7233019;1
Dohr;7135021;1
Dolgesheim;7339013;3
Dommershausen;7140202;1
Donsieders;7340007;1
Dörnberg;7141030;1
Dorn-Dürkheim;7339201;3
Dornholzhausen;7141033;1
Dörrebach;7133025;1
Dörrenbach;7337019;2
Dörrmoschel;7333016;1
Dörscheid;7141031;1
Dörsdorf;7141032;1
Dorsel;7131018;1
Dorsheim;7133026;1
Dörth;7140031;1
Döttesfeld;7138013;1
Drees;7233210;1
Dreifelden;7143215;1
Dreikirchen;7143011;1
Dreis;7231024;1
Dreisbach;7143216;1
Dreis-Brück;7233020;1
Dreisen;7333017;1
Duchroth;7133027;1
Dudeldorf;7232027;1
Dudenhofen;7338007;3
Dümpelfeld;7131501;1
Dünfus;7135022;1
Düngenheim;7135023;1
Dunzweiler;7336017;1
Duppach;7233211;1
Dürrholz;7138014;1
Ebernhahn;7143012;1
Ebertshausen;7141034;1
Ebertsheim;7332012;2
Echternacherbrück;7232028;1
Echtershausen;7232029;1
Eckelsheim;7331017;2
Eckenroth;7133028;1
Eckersweiler;7134021;1
Eckfeld;7231025;1
Edenkoben;7337020;2
Edesheim;7337021;2
Ediger-Eller;7135024;1
Ehlenz;7232030;1
Ehlscheid;7138015;1
Ehr;7141035;1
Ehweiler;7336018;1
Eich;7331018;2
Eichelhardt;7132022;1
Eichen;7132023;1
Eichenbach;7131021;1
Eilscheid;7232217;1
Eimsheim;7339015;3
Einig;7137023;1
Einöllen;7336019;1
Einselthum;7333018;1
Eisenach;7232218;1
Eisenberg;7333019;1
Eisenschmitt;7231026;1
Eisighofen;7141036;1
Eitelborn;7143013;1
Elben;7132024;1
Elbingen;7143501;1
Elchweiler;7134022;1
Elkenroth;7132025;1
Ellenberg;7134023;1
Ellenhausen;7143015;1
Ellenz-Poltersdorf;7135025;1
Ellern ;7140035;1
Ellerstadt;7332013;2
Ellscheid;7233021;1
Ellweiler;7134024;1
Elmstein;7332014;2
Elsoff ;7143218;1
Elzweiler;7336021;1
Emmelbaum;7232031;1
Emmelshausen;7140036;1
Emmerzhausen;7132026;1
Endlichhofen;7141037;1
Engelstadt;7339016;3
Enkenbach-Alsenborn;7335004;1
Enkirch;7231029;1
Ensch;7235019;1
Ensheim;7331019;2
Enspel;7143219;1
Enzen;7232032;1
Eppelsheim;7331020;2
Eppenberg;7135026;1
Eppenbrunn;7340008;1
Eppenrod;7141038;1
Erbach;7140037;1
Erbes-Büdesheim;7331021;2
Erden;7231030;1
Erdesbach;7336022;1
Erfweiler;7340009;1
Ergeshausen;7141039;1
Erlenbach bei Dahn;7340010;1
Erlenbach bei Kandel;7334004;2
Ernst;7135027;1
Ernzen;7232033;1
Erpel;7138019;1
Erpolzheim;7332015;2
Ersfeld;7132027;1
Erzenhausen;7335005;1
Esch;7231031;1
Esch;7233022;1
Eschbach;7141040;1
Eschbach;7337022;2
Eschfeld;7232220;1
Esselborn;7331022;2
Essenheim;7339017;3
Essingen;7337023;2
Eßlingen;7232034;1
Eßweiler;7336023;1
Esthal;7332016;2
Etgert;7231032;1
Etschberg;7336024;1
Etteldorf;7232035;1
Ettinghausen;7143220;1
Ettringen;7137025;1
Etzbach;7132028;1
Eulenberg;7132029;1
Eulenbis;7335006;1
Eulgem;7135028;1
Euscheid;7232221;1
Eußerthal;7337024;2
Ewighausen;7143221;1
Fachbach;7141041;1
Faid;7135029;1
Falkenstein;7333020;1
Farschweiler;7235021;1
Fehl-Ritzhausen;7143222;1
Feilbingert;7133030;1
Feilsdorf;7232036;1
Fell;7235022;1
Fensdorf;7132030;1
Ferschweiler;7232037;1
Feuerscheid;7232222;1
Feusdorf;7233023;1
Fiersbach;7132031;1
Filsen;7141042;1
Filz;7135030;1
Finkenbach-Gersweil.;7333021;1
Fisch;7235025;1
Fischbach;7134025;1
Fischbach;7335007;1
Fischbach bei Dahn;7340011;1
Fischbach-Oberraden;7232038;1
Flacht;7141043;1
Flammersfeld;7132032;1
Flemlingen;7337025;2
Fleringen;7232223;1
Fließem;7232039;1
Flomborn;7331024;2
Flonheim;7331025;2
Flörsheim-Dalsheim;7331023;2
Flußbach;7231033;1
Fluterschen;7132033;1
Föckelberg;7336025;1
Föhren;7235026;1
Fohren-Linden;7134026;1
Forst;7132034;1
Forst ;7135031;1
Forst ;7135032;1
Forst an d.Weinstr.;7332017;2
Forstmehren;7132035;1
Framersheim;7331026;2
Frankelbach;7335009;1
Frankeneck;7332018;2
Frankenstein;7335010;1
Frankenthal ;7311000;3
Frankweiler;7337026;2
Franzenheim;7235027;1
Frauenberg;7134027;1
Freckenfeld;7334005;2
Frei-Laubersheim;7133031;1
Freilingen;7143018;1
Freimersheim;7331027;2
Freimersheim ;7337027;2
Freinsheim;7332019;2
Freirachdorf;7143019;1
Freisbach;7334006;2
Frettenheim;7331028;2
Freudenburg;7235028;1
Friedelsheim;7332020;2
Friedewald;7132036;1
Friesenhagen;7132037;1
Friesenheim;7339018;3
Frohnhofen;7336027;1
Fronhofen;7140039;1
Frücht;7141044;1
Fuchshofen;7131022;1
Fürfeld;7133032;1
Fürthen;7132038;1
Fußgönheim;7338008;3
Gabsheim;7331029;2
Gackenbach;7143020;1
Galenberg;7131204;1
Gamlen;7135033;1
Gappenach;7137027;1
Gau-Algesheim;7339019;3
Gau-Bickelheim;7331030;2
Gau-Bischofsheim;7339020;3
Gauersheim;7333022;1
Gaugrehweiler;7333023;1
Gau-Heppenheim;7331031;2
Gau-Odernheim;7331032;2
Gau-Weinheim;7331033;2
Gebhardshain;7132039;1
Gebroth;7133033;1
Gefell;7233025;1
Gehlert;7143223;1
Gehlweiler;7140040;1
Gehrweiler;7333024;1
Geichlingen;7232040;1
Geilnau;7141045;1
Geiselberg;7340012;1
Geisfeld;7235030;1
Geisig;7141046;1
Gelenberg;7233212;1
Gemmerich;7141047;1
Gemünd;7232041;1
Gemünden;7140041;1
Gemünden;7143224;1
Gensingen;7339021;3
Gentingen;7232042;1
Gerach;7134028;1
Gerbach;7333025;1
Gerhardsbrunn;7335011;1
Gering;7137029;1
Germersheim;7334007;3
Gerolsheim;7332021;2
Gerolstein;7233026;1
Gevenich;7135034;1
Gieleroth;7132040;1
Gielert;7231035;1
Gierschnach;7137030;1
Giershausen;7132041;1
Giesdorf;7232224;1
Giesenhausen;7143225;1
Gillenbeuren;7135035;1
Gillenfeld;7233027;1
Gilzem;7232225;1
Gimbsheim;7331034;2
Gimbweiler;7134029;1
Gindorf;7232043;1
Ginsweiler;7336029;1
Gipperath;7231036;1
Girkenroth;7143226;1
Girod;7143021;1
Gladbach;7231037;1
Glanbrücken;7336030;1
Glan-Münchweiler;7336031;1
Glees;7131205;1
Gleisweiler;7337028;2
Gleiszellen-Gleish.;7337029;2
Göcklingen;7337031;2
Goddert;7143022;1
Gödenroth;7140042;1
Gollenberg;7134031;1
Göllheim;7333026;1
Gommersheim;7337032;2
Gonbach;7333027;1
Gondenbrett;7232227;1
Gondershausen;7140043;1
Gondorf;7232044;1
Gönnersdorf;7131025;1
Gönnersdorf;7233028;1
Gönnheim;7332022;2
Görgeshausen;7143023;1
Gornhausen;7231040;1
Gösenroth;7134030;1
Gossersweiler-Stein;7337033;2
Graach an der Mosel;7231041;1
Gräfendhron;7231042;1
Grafschaft;7131090;2
Gransdorf;7232228;1
Greimerath;7231044;1
Greimerath;7235033;1
Greimersburg;7135036;1
Grenderich;7135037;1
Griebelschied;7134032;1
Gries;7336032;1
Grimburg;7235035;1
Grolsheim;7339022;3
Großbundenbach;7340209;1
Großfischlingen;7337035;2
Großholbach;7143024;1
Großkampenberg;7232229;1
Großkarlbach;7332023;2
Großlangenfeld;7232230;1
Großlittgen;7231046;1
Großmaischeid;7138023;1
Großniedesheim;7338009;3
Großseifen;7143227;1
Großsteinhausen;7340210;1
Grumbach;7336033;1
Grünebach;7132042;1
Grünstadt;7332024;3
Guckheim;7143228;1
Gückingen;7141049;1
Guldental;7133035;1
Güllesheim;7132043;1
Gumbsheim;7331035;2
Gunderath;7233213;1
Gundersheim;7331036;2
Gundersweiler;7333028;1
Gundheim;7331037;2
Guntersblum;7339024;3
Gusenburg;7235036;1
Gusterath;7235037;1
Gutenacker;7141050;1
Gutenberg;7133036;1
Gutweiler;7235038;1
Habscheid;7232231;1
Hachenburg;7143229;1
Hackenheim;7133037;1
Hagenbach;7334008;2
Hahn;7140044;1
Hahn am See;7143232;1
Hahn bei Marienberg;7143231;1
Hahnenbach;7133038;1
Hahnheim;7339025;3
Hahnstätten;7141051;1
Hahnweiler;7134033;1
Hainau;7141110;1
Hainfeld;7337036;2
Halbs;7143233;1
Hallgarten;7133039;1
Hallschlag;7233214;1
Halsdorf;7232045;1
Halsenbach;7140045;1
Hambach;7141052;1
Hambuch;7135038;1
Hamm;7232046;1
Hamm ;7132044;1
Hamm am Rhein;7331038;2
Hammerstein;7138024;1
Hangen-Weisheim;7331039;2
Hanhofen;7338010;3
Hanroth;7138025;1
Harbach;7132045;1
Hardert;7138026;1
Hardt;7143234;1
Hargarten;7232233;1
Hargesheim;7133040;1
Harschbach;7138027;1
Harscheid;7131026;1
Harspelt;7232234;1
Hartenfels;7143025;1
Harthausen;7338011;3
Härtlingen;7143230;1
Harxheim;7339026;3
Hasborn;7231049;1
Haschbach a.Remig.;7336034;1
Haserich;7135039;1
Hasselbach;7132046;1
Hasselbach;7140046;1
Haßloch;7332025;3
Hattert;7143235;1
Hattgenstein;7134034;1
Hatzenbühl;7334009;2
Hatzenport;7137208;1
Hauenstein;7340014;1
Hauptstuhl;7335012;1
Hauroth;7135040;1
Hausbay;7140047;1
Hausen;7134035;1
Hausen ;7138007;1
Hausten;7137034;1
Hausweiler;7336035;1
Hecken;7140048;1
Heckenbach;7131027;1
Heckenmünster;7231050;1
Heckhuscheid;7232236;1
Heddert;7235040;1
Hefersweiler;7336036;1
Heidenburg;7231204;1
Heidesheim am Rhein;7339027;3
Heidweiler;7231051;1
Heilbach;7232047;1
Heilberscheid;7143026;1
Heilenbach;7232048;1
Heiligenmoschel;7335013;1
Heiligenroth;7143027;1
Heimbach;7134036;1
Heimborn;7143236;1
Heimweiler;7133041;1
Heinzenbach;7140049;1
Heinzenberg;7133042;1
Heinzenhausen;7336038;1
Heisdorf;7232238;1
Heistenbach;7141053;1
Helferskirchen;7143028;1
Hellenhahn-Schellen.;7143237;1
Hellertshausen;7134037;1
Helmenzen;7132047;1
Helmeroth;7132048;1
Heltersberg;7340015;1
Hemmelzen;7132049;1
Henau;7140050;1
Hennweiler;7133043;1
Henschtal;7336037;1
Hentern;7235043;1
Herborn;7134038;1
Herbstmühle;7232049;1
Herchweiler;7336039;1
Herdorf;7132050;1
Herforst;7232050;1
Hergenfeld;7133044;1
Hergenroth;7143238;1
Hergersweiler;7337037;2
Herl;7235044;1
Hermersberg;7340016;1
Hermeskeil;7235045;1
Herold;7141054;1
Herren-Sulzbach;7336040;1
Herresbach;7137035;1
Herrstein;7134039;1
Herschbach;7143029;1
Herschbach ;7143239;1
Herschberg;7340017;1
Herschbroich;7131028;1
Herschweiler-Petter.;7336041;1
Hersdorf;7232332;1
Herxheim am Berg;7332026;2
Herxheim bei Landau;7337038;3
Herxheimweyher;7337039;2
Herzfeld;7232240;1
Heßheim;7338012;3
Hesweiler;7135041;1
Hettenhausen;7340018;1
Hettenleidelheim;7332027;2
Hettenrodt;7134040;1
Hetzerath;7231053;1
Heuchelheim b.Frank.;7338013;3
Heuchelheim-Klingen;7337040;2
Heupelzen;7132051;1
Heuzert;7143240;1
Hilgenroth;7132052;1
Hilgert;7143030;1
Hillesheim;7339028;3
Hillesheim;7233029;1
Hillscheid;7143031;1
Hilscheid;7231054;1
Hilst;7340019;1
Himmighofen;7141055;1
Hintertiefenbach;7134041;1
Hinterweidenthal;7340020;1
Hinterweiler;7233030;1
Hinzenburg;7235046;1
Hinzert-Pölert;7235047;1
Hinzweiler;7336042;1
Hirschberg;7141057;1
Hirschfeld;7140053;1
Hirschhorn/Pfalz;7335014;1
Hirschthal;7340021;1
Hirten;7137036;1
Hirz-Maulsbach;7132053;1
Hochborn;7331011;2
Hochdorf-Assenheim;7338014;3
Hochscheid;7231056;1
Hochspeyer;7335015;1
Hochstadt ;7337041;2
Hochstätten;7133045;1
Höchstberg;7233215;1
Höchstenbach;7143241;1
Hochstetten-Dhaun;7133046;1
Hockweiler;7235048;1
Hof;7143243;1
Hoffeld;7131030;1
Höheinöd;7340022;1
Höheischweiler;7340023;1
Hohenfels-Essingen;7233033;1
Hohenleimbach;7131206;1
Hohenöllen;7336043;1
Hohen-Sülzen;7331041;2
Höhfröschen;7340024;1
Höhn;7143242;1
Höhr-Grenzhausen;7143032;1
Holler;7143033;1
Hollnich;7140055;1
Holsthum;7232053;1
Holzappel;7141059;1
Holzbach;7140056;1
Holzerath;7235050;1
Holzhausen an d.H.;7141060;1
Holzheim;7141061;1
Homberg;7143244;1
Homberg;7336044;1
Hömberg;7141058;1
Hommerdingen;7232054;1
Honerath;7131032;1
Hönningen;7131029;1
Hontheim;7231057;1
Hoppstädten;7336045;1
Hoppstädten-Weiersb.;7134042;1
Horath;7231058;1
Horbach;7133047;1
Horbach;7143034;1
Horbach;7340025;1
Horbruch;7134043;1
Hördt;7334011;2
Horhausen;7141062;1
Horhausen ;7132055;1
Höringen;7333030;1
Horn;7140058;1
Hornbach;7340211;1
Horperath;7233216;1
Horrweiler;7339029;3
Horschbach;7336046;1
Hörscheid;7233031;1
Hörschhausen;7233032;1
Hosten;7232055;1
Hottenbach;7134044;1
Hövels;7132054;1
Hübingen;7143036;1
Hüblingen;7143245;1
Hüffelsheim;7133048;1
Hüffler;7336047;1
Hümmel;7131033;1
Hümmerich;7138030;1
Hundsangen;7143037;1
Hundsbach;7133049;1
Hundsdorf;7143038;1
Hungenroth;7140060;1
Hunzel;7141063;1
Hupperath;7231062;1
Hütschenhausen;7335016;1
Hütten;7232056;1
Hütterscheid;7232057;1
Hüttingen an d.Kyll;7232058;1
Hüttingen bei Lahr;7232059;1
Idar-Oberstein;7134045;1
Idelberg;7132056;1
Idenheim;7232060;1
Idesheim;7232061;1
Igel;7235051;1
Ilbesheim;7333031;1
Ilbesheim bei Landau;7337042;2
Illerich;7135042;1
Immerath;7233034;1
Immert;7231064;1
Immesheim;7333032;1
Impflingen;7337043;2
Imsbach;7333033;1
Imsweiler;7333034;1
Ingelbach;7132057;1
Ingelheim am Rhein;7339030;4
Ingendorf;7232062;1
Insheim;7337044;2
Insul;7131034;1
Ippenschied;7133050;1
Irmenach;7231501;1
Irmtraut;7143246;1
Irrel;7232063;1
Irrhausen;7232245;1
Irsch;7235052;1
Isenburg;7138031;1
Isert;7132058;1
Isselbach;7141064;1
Jakobsweiler;7333035;1
Jeckenbach;7133051;1
Jettenbach;7336048;1
Jockgrim;7334012;2
Jucken;7232246;1
Jugenheim in Rheinh.;7339031;3
Jünkerath;7233035;1
Kaden;7143247;1
Kadenbach;7143039;1
Kaifenheim;7135043;1
Kail;7135044;1
Kaisersesch;7135045;1
Kaiserslautern;7312000;2
Kalenborn;7131036;1
Kalenborn;7135046;1
Kalenborn-Scheuern;7233036;1
Kalkofen;7333036;1
Kallstadt;7332028;2
Kalt;7137041;1
Kaltenborn;7131037;1
Kaltenengers;7137209;1
Kaltenholzhausen;7141065;1
Kammerforst;7143040;1
Kamp-Bornhofen;7141066;1
Kandel;7334013;2
Kanzem;7235055;1
Kapellen-Drusweiler;7337045;2
Kaperich;7233217;1
Kappel;7140062;1
Kappeln;7336049;1
Kapsweyer;7337046;2
Karbach;7140063;1
Karl;7231065;1
Karlshausen;7232064;1
Kasbach-Ohlenberg;7138501;1
Kaschenbach;7232065;1
Kasdorf;7141067;1
Kasel;7235056;1
Käshofen;7340212;1
Kastellaun;7140064;1
Kastel-Staadt;7235057;1
Katzenbach;7333037;1
Katzenelnbogen;7141068;1
Katzweiler;7335017;1
Katzwinkel;7233037;1
Katzwinkel ;7132080;1
Kaub;7141069;1
Kausen;7132059;1
Kehlbach;7141070;1
Kehrig;7137043;1
Keidelheim;7140065;1
Kelberg;7233218;1
Kell am See;7235058;1
Kellenbach;7133202;1
Kemmenau;7141071;1
Kempenich;7131502;1
Kempfeld;7134046;1
Kenn;7235060;1
Keppeshausen;7232066;1
Kerben;7137048;1
Kerpen ;7233038;1
Kerschenbach;7233219;1
Kerzenheim;7333038;1
Kescheid;7132060;1
Kesfeld;7232247;1
Kesseling;7131039;1
Kesten;7231066;1
Kestert;7141072;1
Kettenhausen;7132061;1
Kettenheim;7331042;2
Kettig;7137211;1
Kickeshausen;7232248;1
Kindenheim;7332029;2
Kinderbeuern;7231067;1
Kindsbach;7335018;1
Kinheim;7231068;1
Kinzenburg;7232249;1
Kirburg;7143248;1
Kirchberg ;7140067;1
Kircheib;7132062;1
Kirchen ;7132063;1
Kirchheim an der W.;7332030;2
Kirchheimbolanden;7333039;1
Kirchsahr;7131040;1
Kirchwald;7137049;1
Kirchweiler;7233039;1
Kirf;7235062;1
Kirn;7133052;1
Kirrweiler;7336050;1
Kirrweiler ;7337047;2
Kirsbach;7233220;1
Kirschroth;7133053;1
Kirschweiler;7134047;1
Kisselbach;7140068;1
Klausen;7231069;1
Kleinbundenbach;7340213;1
Kleinfischlingen;7337048;2
Kleinich;7231070;1
Kleinkarlbach;7332031;2
Kleinlangenfeld;7232250;1
Kleinmaischeid;7138034;1
Kleinniedesheim;7338015;3
Kleinsteinhausen;7340214;1
Klein-Winternheim;7339032;3
Kliding;7135048;1
Klingelbach;7141073;1
Klingenmünster;7337049;2
Klosterkumbd;7140070;1
Klotten;7135049;1
Kludenbach;7140071;1
Klüsserath;7235063;1
Knittelsheim;7334014;2
Knopp-Labach;7340215;1
Knöringen;7337050;2
Kobern-Gondorf;7137212;1
Koblenz;7111000;3
Kölbingen;7143249;1
Kollig;7137053;1
Kollweiler;7335019;1
Kolverath;7233222;1
Kommen;7231071;1
Köngernheim;7339033;3
Königsau;7133203;1
Königsfeld;7131041;1
Konken;7336052;1
Konz;7235068;2
Kopp;7233223;1
Körborn;7336051;1
Kordel;7235069;1
Kördorf;7141074;1
Korlingen;7235070;1
Körperich;7232067;1
Korweiler;7140073;1
Kottenborn;7131042;1
Kottenheim;7137055;1
Kötterichen;7233221;1
Kottweiler-Schwanden;7335020;1
Köwerich;7235067;1
Koxhausen;7232068;1
Kraam;7132064;1
Kradenbach;7233040;1
Krähenberg;7340216;1
Kratzenburg;7140075;1
Krautscheid;7232253;1
Kreimbach-Kaulbach;7336053;1
Kretz;7137056;1
Krickenbach;7335021;1
Kriegsfeld;7333040;1
Kronweiler;7134048;1
Kroppach;7143250;1
Kröppen;7340026;1
Krottelbach;7336054;1
Kröv;7231072;1
Kruchten;7232069;1
Kruft;7137057;1
Krümmel;7143041;1
Krummenau;7134049;1
Krunkel;7132065;1
Kuhardt;7334015;2
Kuhnhöfen;7143251;1
Külz ;7140076;1
Kümbdchen;7140077;1
Kundert;7143252;1
Kurtscheid;7138036;1
Kusel;7336055;1
Kyllburg;7232070;1
Kyllburgweiler;7232071;1
Lahnstein;7141075;2
Lahr;7140502;1
Lahr;7232072;1
Lambertsberg;7232254;1
Lambrecht ;7332032;2
Lambsborn;7335201;1
Lambsheim;7338016;3
Lampaden;7235072;1
Landau i.d.Pf.kfr.St;7313000;3
Landkern;7135051;1
Landscheid;7231503;1
Landstuhl;7335022;1
Langenbach;7336056;1
Langenbach b.Kirburg;7143253;1
Langenfeld;7137060;1
Langenhahn;7143254;1
Langenlonsheim;7133054;1
Langenscheid;7141076;1
Langenthal;7133055;1
Langscheid;7137061;1
Langsur;7235073;1
Langweiler;7134502;1
Langweiler;7336057;1
Langwieden;7335202;1
Lascheid;7232255;1
Lasel;7232256;1
Laubach;7135052;1
Laubach;7140079;1
Laubenheim;7133056;1
Laudert;7140080;1
Laufeld;7231074;1
Laufersweiler;7140081;1
Laumersheim;7332033;2
Lauperath;7232258;1
Laurenburg;7141077;1
Lauschied;7133057;1
Lauterecken;7336058;1
Lautersheim;7333041;1
Lautert;7141078;1
Lautzenbrücken;7143255;1
Lautzenhausen;7140082;1
Lehmen;7137504;1
Leidenborn;7232259;1
Leienkaul;7135502;1
Leimbach;7131044;1
Leimbach;7232073;1
Leimen;7340027;1
Leimersheim;7334016;2
Leiningen;7140084;1
Leinsweiler;7337051;2
Leisel;7134050;1
Leitzweiler;7134051;1
Leiwen;7235074;1
Lemberg;7340028;1
Lettweiler;7133058;1
Leubsdorf;7138037;1
Leuterod;7143042;1
Leutesdorf;7138038;1
Lichtenborn;7232260;1
Liebenscheid;7143256;1
Liebshausen;7140085;1
Lieg;7135053;1
Lierfeld;7232261;1
Lierschied;7141079;1
Liesenich;7135054;1
Lieser;7231075;1
Ließem;7232074;1
Limbach;7133059;1
Limbach;7143257;1
Limburgerhof;7338017;3
Lind;7131047;1
Lind;7137063;1
Linden;7143258;1
Linden;7335023;1
Lindenberg;7332034;2
Lindenschied;7140086;1
Lingenfeld;7334017;2
Lingerhahn;7140087;1
Linkenbach;7138040;1
Linz am Rhein;7138041;1
Lipporn;7141080;1
Lirstal;7233224;1
Lissendorf;7233041;1
Lochum;7143259;1
Löf;7137214;1
Lohnsfeld;7333042;1
Lohnweiler;7336060;1
Lohrheim;7141081;1
Löllbach;7133060;1
Lollschied;7141082;1
Longen;7235077;1
Longkamp;7231077;1
Longuich;7235078;1
Lonnig;7137065;1
Lonsheim;7331043;2
Lorscheid;7235080;1
Lörzweiler;7339034;3
Lösnich;7231076;1
Lötzbeuren;7231206;1
Luckenbach;7143260;1
Lückenburg;7231078;1
Ludwigshafen;7314000;4
Ludwigshöhe;7339035;3
Ludwigswinkel;7340029;1
Lug;7340030;1
Lünebach;7232262;1
Lustadt;7334018;2
Lütz;7135056;1
Lutzerath;7135057;1
Lützkampen;7232263;1
Luxem;7137066;1
Lykershausen;7141083;1
Macken;7137215;1
Mackenbach;7335024;1
Mackenrodt;7134052;1
Mähren;7143502;1
Maikammer;7337052;2
Mainz;7315000;6
Maisborn;7140089;1
Maitzborn;7140090;1
Malberg;7132066;1
Malberg;7232075;1
Malbergweich;7232076;1
Malborn;7231079;1
Mammelzen;7132067;1
Mandel;7133061;1
Mandern;7235081;1
Manderscheid;7232264;1
Manderscheid;7231080;1
Mannebach;7233225;1
Mannebach;7235082;1
Mannweiler-Cölln;7333043;1
Manubach;7339036;3
Marienfels;7141084;1
Marienhausen;7138201;1
Marienrachdorf;7143044;1
Maring-Noviand;7231081;1
Marnheim;7333045;1
Maroth;7143045;1
Martinshöhe;7335203;1
Martinstein;7133062;1
Marzhausen;7143261;1
Masburg;7135058;1
Maßweiler;7340217;1
Mastershausen;7140204;1
Masthorn;7232265;1
Matzenbach;7336107;1
Matzerath;7232266;1
Mauchenheim;7331044;2
Mauden;7132068;1
Mauel;7232267;1
Mauschbach;7340218;1
Maxdorf;7338018;3
Maxsain;7143046;1
Mayen;7137068;2
Mayschoß;7131049;1
Meckel;7232077;1
Meckenbach;7133063;1
Meckenbach;7134053;1
Meckenheim;7332035;2
Medard;7336061;1
Meddersheim;7133064;1
Meerfeld;7231082;1
Mehlbach;7335025;1
Mehlingen;7335026;1
Mehren;7132069;1
Mehren;7233042;1
Mehring;7235083;1
Meinborn;7138042;1
Meisburg;7233043;1
Meisenheim;7133065;1
Melsbach;7138043;1
Mendig;7137069;1
Mengerschied;7140092;1
Menningen;7232078;1
Merkelbach;7143262;1
Merlscheid;7232270;1
Mermuth;7140093;1
Merschbach;7231083;1
Mertesdorf;7235085;1
Mertesheim;7332036;2
Mertloch;7137070;1
Merxheim;7133066;1
Merzalben;7340031;1
Merzkirchen;7235154;1
Merzweiler;7336062;1
Mesenich;7135060;1
Messerich;7232079;1
Mettendorf;7232080;1
Mettenheim;7331045;2
Metterich;7232081;1
Mettweiler;7134054;1
Metzenhausen;7140094;1
Meudt;7143263;1
Meuspath;7131050;1
Michelbach;7140095;1
Michelbach ;7132070;1
Miehlen;7141085;1
Miellen;7141086;1
Minden;7232082;1
Minderlittgen;7231085;1
Minfeld;7334020;2
Minheim;7231086;1
Misselberg;7141087;1
Mittelbrunn;7335027;1
Mittelfischbach;7141088;1
Mittelhof;7132011;1
Mittelreidenbach;7134055;1
Mittelstrimmig;7135061;1
Mogendorf;7143047;1
Molsberg;7143266;1
Mölsheim;7331046;2
Molzhain;7132071;1
Mommenheim;7339037;3
Monreal;7137074;1
Monsheim;7331048;2
Montabaur;7143048;2
Möntenich;7135062;1
Monzelfeld;7231087;1
Monzernheim;7331049;2
Monzingen;7133067;1
Morbach;7231502;1
Moritzheim;7135064;1
Mörlen;7143264;1
Mörsbach;7143265;1
Mörschbach;7140096;1
Morscheid;7235090;1
Morschheim;7333047;1
Mörschied;7134056;1
Mörsdorf;7140503;1
Mörsfeld;7333046;1
Morshausen;7140205;1
Mörstadt;7331047;2
Mosbruch;7233226;1
Moschheim;7143049;1
Moselkern;7135065;1
Mückeln;7233046;1
Müden ;7135066;1
Mudenbach;7143267;1
Mudersbach;7132072;1
Mudershausen;7141089;1
Mühlpfad;7140098;1
Mülbach;7232083;1
Mülheim a.d.Mosel;7231090;1
Mülheim-Kärlich;7137216;1
Müllenbach;7131051;1
Müllenbach;7135067;1
Münchwald;7133068;1
Münchweiler an d.A.;7333048;1
Münchweiler an d.R.;7340032;1
Münchweiler;7337054;2
Mündersbach;7143268;1
Münk;7137077;1
Münsterappel;7333049;1
Münstermaifeld;7137501;1
Münster-Sarmsheim;7339038;3
Mürlenbach;7233227;1
Müsch;7131052;1
Müschenbach;7143269;1
Musweiler;7231091;1
Mutterschied;7140099;1
Mutterstadt;7338019;3
Mützenich;7232271;1
Muxerath;7232084;1
Nachtsheim;7137079;1
Nack;7331050;2
Nackenheim;7339039;3
Nannhausen;7140100;1
Nanzdietschweiler;7336064;1
Nasingen;7232085;1
Nassau;7141091;1
Nastätten;7141092;1
Nattenheim;7232086;1
Naunheim;7137080;1
Nauort;7143050;1
Naurath ;7235091;1
Naurath ;7235092;1
Nauroth;7132073;1
Neef;7135068;1
Nehren;7135069;1
Neichen;7233048;1
Neidenbach;7232087;1
Neidenfels;7332037;2
Neitersen;7132074;1
Nentershausen;7143051;1
Nerdlen;7233049;1
Neroth;7233050;1
Nerzweiler;7336065;1
Netzbach;7141093;1
Neu-Bamberg;7133069;1
Neuburg am Rhein;7334021;2
Neuendorf;7232272;1
Neuerburg;7232088;1
Neuerkirch;7140101;1
Neuhäusel;7143052;1
Neuheilenbach;7232273;1
Neuhemsbach;7335028;1
Neuhofen;7338020;3
Neuhütten;7235093;1
Neuleiningen;7332038;2
Neumagen-Dhron;7231092;1
Neunkhausen;7143270;1
Neunkirchen;7143271;1
Neunkirchen;7231093;1
Neunkirchen a.Potzb.;7336066;1
Neupotz;7334022;2
Neustadt ;7138044;1
Neustadt a.d.W.kfr.S;7316000;2
Neustadt/Westerwald;7143272;1
Neuwied;7138045;2
Newel;7235094;1
Ney;7140102;1
Nickenich;7137081;1
Nieder Kostenz;7140105;1
Niederahr;7143273;1
Niederalben;7336067;1
Niederbachheim;7141094;1
Niederbreitbach;7138047;1
Niederbrombach;7134057;1
Niederburg;7140104;1
Niederdreisbach;7132075;1
Niederdürenbach;7131054;1
Niederelbert;7143053;1
Niedererbach;7143054;1
Niederfell;7137217;1
Niederfischbach;7132076;1
Niedergeckler;7232089;1
Niederhambach;7134058;1
Niederhausen;7133070;1
